Time,Charleville Mall,Charleville Mall Cyclist IN,Charleville Mall Cyclist OUT,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist IN,Clontarf - James Larkin Rd Cyclist OUT,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist IN,Clontarf - Pebble Beach Carpark Cyclist OUT,Drumcondra Cyclists 1,Drumcondra Cyclists 1 Cyclist IN,Drumcondra Cyclists 1 Cyclist OUT,Drumcondra Cyclists 2,Drumcondra Cyclists 2 Cyclist IN,Drumcondra Cyclists 2 Cyclist OUT,Griffith Avenue Clare Rd,Griffith Avenue Clare Rd Cyclist In,Griffith Avenue Clare Rd Cyclist Out,Griffith Avenue Lane Side,Griffith Avenue Lane Side Cyclist In,Griffith Avenue Lane Side Cyclist Out,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B,North Strand Rd S/B,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
15/03/2025 20:00,0,0,0,7,4,3,22,14,8,0,0,0,0,0,0,7,7,0,7,7,0,69,37,32,51,0,,,,26,0,26
15/03/2025 21:00,0,0,0,4,2,2,7,3,4,0,0,0,0,0,0,6,6,0,5,5,0,60,31,29,39,0,,,,29,0,29
15/03/2025 22:00,0,0,0,3,2,1,11,6,5,0,0,0,0,0,0,4,4,0,7,7,0,48,30,18,30,0,,,,23,0,23
15/03/2025 23:00,0,0,0,3,2,1,9,1,8,0,0,0,0,0,0,2,2,0,1,1,0,35,20,15,41,0,,,,21,0,21
16/03/2025 00:00,0,0,0,1,0,1,9,5,4,0,0,0,0,0,0,1,1,0,2,2,0,17,7,10,29,0,,,,9,0,9
16/03/2025 01:00,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,15,10,5,17,0,,,,6,0,6
16/03/2025 02:00,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,14,9,5,7,0,,,,18,1,17
16/03/2025 03:00,0,0,0,1,1,0,6,3,3,0,0,0,0,0,0,1,1,0,0,0,0,10,4,6,17,0,,,,13,0,13
16/03/2025 04:00,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,4,0,,,,9,1,8
16/03/2025 05:00,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,13,5,8,3,0,,,,5,0,5
16/03/2025 06:00,0,0,0,9,4,5,13,8,5,0,0,0,0,0,0,2,2,0,1,1,0,19,7,12,11,0,,,,4,0,4
16/03/2025 07:00,0,0,0,33,18,15,44,18,26,0,0,0,0,0,0,3,3,0,3,3,0,40,10,30,11,0,,,,4,0,4
16/03/2025 08:00,0,0,0,80,34,46,106,37,69,0,0,0,0,0,0,3,3,0,9,9,0,49,15,34,10,0,,,,10,1,9
16/03/2025 09:00,0,0,0,123,48,75,154,63,91,0,0,0,0,0,0,12,12,0,17,17,0,59,22,37,11,0,,,,16,0,16
16/03/2025 10:00,0,0,0,150,55,95,196,79,117,0,0,0,0,0,0,12,12,0,17,17,0,55,19,36,23,0,,,,22,0,22
16/03/2025 11:00,0,0,0,183,86,97,261,110,151,0,0,0,0,0,0,25,25,0,25,25,0,69,20,49,36,0,,,,16,0,16
16/03/2025 12:00,0,0,0,193,88,105,275,124,151,0,0,0,0,0,0,24,24,0,30,30,0,90,26,64,61,0,,,,44,0,44
16/03/2025 13:00,0,0,0,134,70,64,234,128,106,0,0,0,0,0,0,20,20,0,22,22,0,89,37,52,38,0,,,,45,1,44
16/03/2025 14:00,0,0,0,119,59,60,170,90,80,0,0,0,0,0,0,17,17,0,5,5,0,102,40,62,52,0,,,,42,1,41
16/03/2025 15:00,0,0,0,98,47,51,158,70,88,0,0,0,0,0,0,14,14,0,14,14,0,91,42,49,43,0,,,,61,2,59
16/03/2025 16:00,0,0,0,83,47,36,113,68,45,0,0,0,0,0,0,12,12,0,6,6,0,73,34,39,59,0,,,,72,0,72
16/03/2025 17:00,0,0,0,49,28,21,88,56,32,0,0,0,0,0,0,4,4,0,3,3,0,97,50,47,71,0,,,,58,0,58
16/03/2025 18:00,0,0,0,36,20,16,62,28,34,0,0,0,0,0,0,12,12,0,5,5,0,79,53,26,52,0,,,,41,1,40
16/03/2025 19:00,0,0,0,15,6,9,39,21,18,0,0,0,0,0,0,7,7,0,6,6,0,68,38,30,40,0,,,,38,0,38
16/03/2025 20:00,0,0,0,15,6,9,29,14,15,0,0,0,0,0,0,2,2,0,5,5,0,65,38,27,43,0,,,,41,1,40
16/03/2025 21:00,0,0,0,7,4,3,12,3,9,0,0,0,0,0,0,6,6,0,3,3,0,46,22,24,34,0,,,,30,1,29
16/03/2025 22:00,0,0,0,8,7,1,17,8,9,0,0,0,0,0,0,2,2,0,2,2,0,53,37,16,29,0,,,,29,0,29
16/03/2025 23:00,0,0,0,5,2,3,6,2,4,0,0,0,0,0,0,4,4,0,2,2,0,22,15,7,30,0,,,,28,0,28
17/03/2025 00:00,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,3,3,0,0,0,0,24,11,13,21,0,,,,12,0,12
17/03/2025 01:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,13,5,8,13,0,,,,3,1,2
17/03/2025 02:00,0,0,0,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,7,0,,,,15,2,13
17/03/2025 03:00,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,1,1,0,5,4,1,10,0,,,,10,0,10
17/03/2025 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,7,0,,,,8,0,8
17/03/2025 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,18,7,11,2,0,,,,1,0,1
17/03/2025 06:00,0,0,0,8,6,2,14,10,4,0,0,0,0,0,0,2,2,0,2,2,0,31,8,23,3,0,,,,9,0,9
17/03/2025 07:00,0,0,0,23,10,13,26,10,16,0,0,0,0,0,0,8,8,0,5,5,0,42,16,26,17,0,,,,12,0,12
17/03/2025 08:00,0,0,0,51,19,32,58,20,38,0,0,0,0,0,0,2,2,0,3,3,0,51,19,32,8,0,,,,11,0,11
17/03/2025 09:00,0,0,0,58,30,28,76,41,35,0,0,0,0,0,0,7,7,0,7,7,0,57,18,39,13,0,,,,14,0,14
17/03/2025 10:00,0,0,0,60,29,31,100,48,52,0,0,0,0,0,0,15,15,0,13,13,0,64,22,42,16,0,,,,21,0,21
17/03/2025 11:00,0,0,0,77,35,42,100,45,55,0,0,0,0,0,0,8,8,0,13,13,0,86,34,52,24,0,,,,24,0,24
17/03/2025 12:00,0,0,0,92,46,46,143,65,78,0,0,0,0,0,0,16,16,0,10,10,0,83,33,50,27,0,,,,34,1,33
17/03/2025 13:00,0,0,0,48,22,26,63,33,30,0,0,0,0,0,0,14,14,0,10,10,0,112,47,65,45,0,,,,28,0,28
17/03/2025 14:00,0,0,0,39,26,13,74,44,30,0,0,0,0,0,0,10,10,0,9,9,0,90,39,51,39,0,,,,36,0,36
17/03/2025 15:00,0,0,0,41,20,21,47,21,26,0,0,0,0,0,0,12,12,0,12,12,0,89,46,43,35,0,,,,36,0,36
17/03/2025 16:00,0,0,0,32,16,16,57,30,27,0,0,0,0,0,0,13,13,0,4,4,0,97,51,46,47,0,,,,33,1,32
17/03/2025 17:00,0,0,0,22,13,9,39,23,16,0,0,0,0,0,0,5,5,0,4,4,0,88,47,41,46,0,,,,34,0,34
17/03/2025 18:00,0,0,0,11,4,7,18,5,13,0,0,0,0,0,0,5,5,0,4,4,0,68,44,24,52,0,,,,37,1,36
17/03/2025 19:00,0,0,0,10,4,6,18,6,12,0,0,0,0,0,0,16,16,0,9,9,0,86,43,43,34,0,,,,32,0,32
17/03/2025 20:00,0,0,0,6,4,2,21,5,16,0,0,0,0,0,0,4,4,0,5,5,0,55,33,22,31,0,,,,38,0,38
17/03/2025 21:00,0,0,0,9,6,3,12,5,7,0,0,0,0,0,0,3,3,0,5,5,0,40,29,11,35,0,,,,24,0,24
17/03/2025 22:00,0,0,0,3,2,1,5,2,3,0,0,0,0,0,0,4,4,0,5,5,0,35,18,17,19,0,,,,32,0,32
17/03/2025 23:00,0,0,0,2,0,2,9,6,3,0,0,0,0,0,0,1,1,0,1,1,0,24,17,7,24,0,,,,26,0,26
18/03/2025 00:00,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,4,1,3,12,0,,,,12,0,12
18/03/2025 01:00,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,8,0,,,,3,0,3
18/03/2025 02:00,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,6,0,,,,8,0,8
18/03/2025 03:00,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,5,0,,,,7,0,7
18/03/2025 04:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,4,0,,,,7,0,7
18/03/2025 05:00,0,0,0,7,5,2,6,3,3,0,0,0,0,0,0,5,5,0,3,3,0,32,4,28,9,0,,,,4,0,4
18/03/2025 06:00,0,0,0,22,17,5,38,26,12,0,0,0,0,0,0,12,12,0,8,8,0,105,22,83,13,0,,,,8,0,8
18/03/2025 07:00,0,0,0,65,52,13,84,67,17,0,0,0,0,0,0,13,13,0,19,19,0,282,62,220,43,0,,,,24,0,24
18/03/2025 08:00,0,0,0,88,73,15,142,123,19,0,0,0,0,0,0,43,43,0,63,63,0,643,91,552,53,0,,,,42,0,42
18/03/2025 09:00,0,0,0,24,18,6,45,38,7,0,0,0,0,0,0,17,17,0,21,21,0,234,33,201,24,0,,,,30,2,28
18/03/2025 10:00,0,0,0,26,14,12,45,19,26,0,0,0,0,0,0,7,7,0,9,9,0,82,33,49,28,0,,,,21,0,21
18/03/2025 11:00,0,0,0,33,20,13,46,22,24,0,0,0,0,0,0,12,12,0,10,10,0,55,37,18,29,0,,,,18,1,17
18/03/2025 12:00,0,0,0,30,17,13,45,21,24,0,0,0,0,0,0,14,14,0,10,10,0,86,30,56,41,0,,,,56,0,56
18/03/2025 13:00,0,0,0,36,19,17,53,29,24,0,0,0,0,0,0,16,16,0,13,13,0,103,57,46,63,0,,,,73,0,73
18/03/2025 14:00,0,0,0,21,8,13,50,22,28,0,0,0,0,0,0,19,19,0,13,13,0,106,64,42,57,0,,,,61,1,60
18/03/2025 15:00,0,0,0,26,12,14,60,29,31,0,0,0,0,0,0,25,25,0,20,20,0,136,85,51,63,0,,,,63,0,63
18/03/2025 16:00,0,0,0,56,25,31,77,27,50,0,0,0,0,0,0,26,26,0,32,32,0,221,133,88,210,0,,,,102,1,101
18/03/2025 17:00,0,0,0,88,28,60,143,42,101,0,0,0,0,0,0,44,44,0,22,22,0,451,349,102,390,0,,,,202,0,202
18/03/2025 18:00,0,0,0,101,18,83,145,38,107,0,0,0,0,0,0,19,19,0,21,21,0,323,242,81,254,0,,,,161,0,161
18/03/2025 19:00,0,0,0,29,8,21,52,18,34,0,0,0,0,0,0,14,14,0,14,14,0,156,101,55,106,0,,,,92,0,92
18/03/2025 20:00,0,0,0,20,10,10,29,12,17,0,0,0,0,0,0,12,12,0,9,9,0,121,74,47,84,0,,,,69,0,69
18/03/2025 21:00,0,0,0,9,4,5,17,7,10,0,0,0,0,0,0,13,13,0,5,5,0,87,52,35,51,0,,,,66,0,66
18/03/2025 22:00,0,0,0,2,2,0,5,1,4,0,0,0,0,0,0,4,4,0,3,3,0,58,41,17,48,0,,,,29,0,29
18/03/2025 23:00,0,0,0,2,2,0,5,0,5,0,0,0,0,0,0,0,0,0,1,1,0,23,14,9,20,0,,,,38,0,38
19/03/2025 00:00,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,5,3,2,17,0,,,,10,0,10
19/03/2025 01:00,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,4,1,2,0,,,,1,0,1
19/03/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,3,0,3
19/03/2025 03:00,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,,,,2,0,2
19/03/2025 04:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1,5,2,0,,,,1,0,1
19/03/2025 05:00,0,0,0,4,3,1,8,4,4,0,0,0,0,0,0,5,5,0,3,3,0,33,5,28,6,0,,,,5,0,5
19/03/2025 06:00,0,0,0,32,25,7,41,30,11,0,0,0,0,0,0,14,14,0,8,8,0,132,28,104,15,0,,,,8,0,8
19/03/2025 07:00,0,0,0,81,71,10,109,99,10,0,0,0,0,0,0,11,11,0,21,21,0,348,72,276,36,0,,,,30,0,30
19/03/2025 08:00,0,0,0,111,94,17,166,147,19,0,0,0,0,0,0,55,55,0,87,87,0,732,75,657,56,0,,,,56,0,56
19/03/2025 09:00,0,0,0,37,16,21,69,43,26,0,0,0,0,0,0,13,13,0,24,24,0,314,57,257,23,0,,,,30,0,30
19/03/2025 10:00,0,0,0,63,32,31,69,25,44,0,0,0,0,0,0,10,10,0,9,9,0,108,20,88,27,0,,,,26,0,26
19/03/2025 11:00,0,0,0,65,33,32,93,47,46,0,0,0,0,0,0,14,14,0,15,15,0,94,26,68,44,0,,,,33,1,32
19/03/2025 12:00,0,0,0,72,37,35,86,45,41,0,0,0,0,0,0,19,19,0,14,14,0,117,42,75,58,0,,,,62,0,62
19/03/2025 13:00,0,0,0,49,26,23,89,47,42,0,0,0,0,0,0,27,27,0,14,14,0,128,71,57,91,0,,,,47,0,47
19/03/2025 14:00,0,0,0,52,28,24,65,29,36,0,0,0,0,0,0,24,24,0,27,27,0,127,62,65,87,0,,,,62,0,62
19/03/2025 15:00,0,0,0,59,23,36,92,44,48,0,0,0,0,0,0,30,30,0,23,23,0,153,93,60,108,0,,,,80,1,79
19/03/2025 16:00,0,0,0,55,15,40,88,31,57,0,0,0,0,0,0,32,32,0,41,41,0,254,179,75,209,0,,,,134,0,134
19/03/2025 17:00,0,0,0,123,34,89,186,48,138,0,0,0,0,0,0,33,33,0,30,30,0,506,371,135,417,0,,,,208,2,206
19/03/2025 18:00,0,0,0,106,30,76,146,40,106,0,0,0,0,0,0,30,30,0,12,12,0,351,244,107,234,0,,,,138,0,138
19/03/2025 19:00,0,0,0,45,13,32,71,24,47,0,0,0,0,0,0,20,20,0,13,13,0,204,137,67,145,0,,,,77,1,76
19/03/2025 20:00,0,0,0,34,19,15,53,24,29,0,0,0,0,0,0,15,15,0,11,11,0,141,87,54,86,0,,,,85,3,82
19/03/2025 21:00,0,0,0,17,8,9,29,15,14,0,0,0,0,0,0,7,7,0,8,8,0,81,46,35,60,0,,,,60,0,60
19/03/2025 22:00,0,0,0,5,2,3,12,2,10,0,0,0,0,0,0,3,3,0,3,3,0,65,51,14,44,0,,,,39,0,39
19/03/2025 23:00,0,0,0,2,0,2,4,0,4,0,0,0,0,0,0,2,2,0,1,1,0,27,21,6,30,0,,,,29,0,29
20/03/2025 00:00,0,0,0,2,1,1,4,0,4,0,0,0,0,0,0,2,2,0,2,2,0,11,10,1,12,0,,,,14,0,14
20/03/2025 01:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,,,,0,0,0
20/03/2025 02:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,,,,6,0,6
20/03/2025 03:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,5,0,,,,2,0,2
20/03/2025 04:00,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,7,4,0,,,,2,0,2
20/03/2025 05:00,0,0,0,3,2,1,6,4,2,0,0,0,0,0,0,4,4,0,6,6,0,38,7,31,4,0,,,,5,0,5
20/03/2025 06:00,0,0,0,40,28,12,47,29,18,0,0,0,0,0,0,13,13,0,7,7,0,125,23,102,28,0,,,,10,0,10
20/03/2025 07:00,0,0,0,74,60,14,103,83,20,0,0,0,0,0,0,15,15,0,22,22,0,335,69,266,38,0,,,,33,1,32
20/03/2025 08:00,0,0,0,113,93,20,175,145,30,0,0,0,0,0,0,45,45,0,103,103,0,703,85,618,35,0,,,,52,0,52
20/03/2025 09:00,0,0,0,49,31,18,83,57,26,0,0,0,0,0,0,16,16,0,22,22,0,277,47,230,34,0,,,,33,0,33
20/03/2025 10:00,0,0,0,48,21,27,57,25,32,0,0,0,0,0,0,14,14,0,17,17,0,105,35,70,28,0,,,,38,0,38
20/03/2025 11:00,0,0,0,68,30,38,82,40,42,0,0,0,0,0,0,13,13,0,6,6,0,76,29,47,25,0,,,,33,0,33
20/03/2025 12:00,0,0,0,63,35,28,93,53,40,0,0,0,0,0,0,17,17,0,12,12,0,116,54,62,67,0,,,,64,1,63
20/03/2025 13:00,0,0,0,72,39,33,102,48,54,0,0,0,0,0,0,20,20,0,23,23,0,112,66,46,77,0,,,,72,2,70
20/03/2025 14:00,0,0,0,37,19,18,61,28,33,0,0,0,0,0,0,16,16,0,19,19,0,124,70,54,75,0,,,,88,0,88
20/03/2025 15:00,0,0,0,51,20,31,74,34,40,0,0,0,0,0,0,57,57,0,20,20,0,147,84,63,126,0,,,,88,0,88
20/03/2025 16:00,0,0,0,78,35,43,125,39,86,0,0,0,0,0,0,42,42,0,22,22,0,270,202,68,184,0,,,,122,0,122
20/03/2025 17:00,0,0,0,142,37,105,212,55,157,0,0,0,0,0,0,45,45,0,35,35,0,455,338,117,395,0,,,,197,0,197
20/03/2025 18:00,0,0,0,125,40,85,170,54,116,0,0,0,0,0,0,36,36,0,21,21,0,362,243,119,250,0,,,,161,2,159
20/03/2025 19:00,0,0,0,51,24,27,83,34,49,0,0,0,0,0,0,14,14,0,15,15,0,224,125,99,78,0,,,,129,0,129
20/03/2025 20:00,0,0,0,26,11,15,47,20,27,0,0,0,0,0,0,13,13,0,11,11,0,144,96,48,81,0,,,,82,1,81
20/03/2025 21:00,0,0,0,18,7,11,36,16,20,0,0,0,0,0,0,9,9,0,6,6,0,92,60,32,77,0,,,,67,0,67
20/03/2025 22:00,0,0,0,7,2,5,24,6,18,0,0,0,0,0,0,9,9,0,3,3,0,68,52,16,49,0,,,,46,0,46
20/03/2025 23:00,0,0,0,4,1,3,7,2,5,0,0,0,0,0,0,1,1,0,2,2,0,48,34,14,36,0,,,,51,3,48
21/03/2025 00:00,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,1,0,1,1,0,20,16,4,25,0,,,,19,0,19
21/03/2025 01:00,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,7,0,,,,1,0,1
21/03/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,0,,,,4,0,4
21/03/2025 03:00,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,1,1,0,1,1,0,6,5,1,2,0,,,,2,0,2
21/03/2025 04:00,0,0,0,2,2,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,11,4,7,4,0,,,,3,0,3
21/03/2025 05:00,0,0,0,7,6,1,8,4,4,0,0,0,0,0,0,3,3,0,6,6,0,24,4,20,4,0,,,,4,0,4
21/03/2025 06:00,0,0,0,19,12,7,20,13,7,0,0,0,0,0,0,9,9,0,9,9,0,109,24,85,14,0,,,,10,0,10
21/03/2025 07:00,0,0,0,53,40,13,79,58,21,0,0,0,0,0,0,17,17,0,18,18,0,228,55,173,38,0,,,,24,0,24
21/03/2025 08:00,0,0,0,70,49,21,105,78,27,0,0,0,0,0,0,38,38,0,81,81,0,407,67,340,35,0,,,,60,1,59
21/03/2025 09:00,0,0,0,41,26,15,53,36,17,0,0,0,0,0,0,13,13,0,18,18,0,184,24,160,28,0,,,,42,0,42
21/03/2025 10:00,0,0,0,54,23,31,64,34,30,0,0,0,0,0,0,6,6,0,10,10,0,96,33,63,28,0,,,,37,3,34
21/03/2025 11:00,0,0,0,56,31,25,70,36,34,0,0,0,0,0,0,10,10,0,15,15,0,107,39,68,44,0,,,,35,0,35
21/03/2025 12:00,0,0,0,42,22,20,66,31,35,0,0,0,0,0,0,18,18,0,13,13,0,118,56,62,67,0,,,,60,0,60
21/03/2025 13:00,0,0,0,29,18,11,63,32,31,0,0,0,0,0,0,31,31,0,11,11,0,136,61,75,97,0,,,,75,0,75
21/03/2025 14:00,0,0,0,37,18,19,40,19,21,0,0,0,0,0,0,20,20,0,18,18,0,122,69,53,86,0,,,,72,0,72
21/03/2025 15:00,0,0,0,17,8,9,40,18,22,0,0,0,0,0,0,22,22,0,20,20,0,155,94,61,95,0,,,,74,0,74
21/03/2025 16:00,0,0,0,31,10,21,51,19,32,0,0,0,0,0,0,30,30,0,22,22,0,194,121,73,144,0,,,,118,0,118
21/03/2025 17:00,0,0,0,55,9,46,85,20,65,0,0,0,0,0,0,22,22,0,19,19,0,295,203,92,234,0,,,,139,1,138
21/03/2025 18:00,0,0,0,39,8,31,70,25,45,0,0,0,0,0,0,20,20,0,20,20,0,216,147,69,173,0,,,,91,0,91
21/03/2025 19:00,0,0,0,13,7,6,31,13,18,0,0,0,0,0,0,18,18,0,3,3,0,146,76,70,88,0,,,,76,1,75
21/03/2025 20:00,0,0,0,15,6,9,31,11,20,0,0,0,0,0,0,2,2,0,8,8,0,105,61,44,52,0,,,,66,0,66
21/03/2025 21:00,0,0,0,5,0,5,17,5,12,0,0,0,0,0,0,7,7,0,2,2,0,47,22,25,68,0,,,,45,1,44
21/03/2025 22:00,0,0,0,4,1,3,9,2,7,0,0,0,0,0,0,3,3,0,5,5,0,65,39,26,48,0,,,,36,0,36
21/03/2025 23:00,0,0,0,2,0,2,8,1,7,0,0,0,0,0,0,1,1,0,1,1,0,38,24,14,26,0,,,,36,0,36
22/03/2025 00:00,0,0,0,0,0,0,7,2,5,0,0,0,0,0,0,2,2,0,0,0,0,25,18,7,25,0,,,,17,0,17
22/03/2025 01:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,16,11,5,12,0,,,,3,0,3
22/03/2025 02:00,0,0,0,1,0,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,8,0,,,,6,1,5
22/03/2025 03:00,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,7,0,,,,6,0,6
22/03/2025 04:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,7,0,,,,2,0,2
22/03/2025 05:00,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,2,0,1,1,0,10,2,8,1,0,,,,2,0,2
22/03/2025 06:00,0,0,0,4,1,3,9,5,4,0,0,0,0,0,0,3,3,0,2,2,0,31,8,23,11,0,,,,5,0,5
22/03/2025 07:00,0,0,0,24,10,14,32,13,19,0,0,0,0,0,0,2,2,0,9,9,0,50,17,33,8,0,,,,14,0,14
22/03/2025 08:00,0,0,0,63,26,37,65,31,34,0,0,0,0,0,0,4,4,0,5,5,0,51,16,35,10,0,,,,21,1,20
22/03/2025 09:00,0,0,0,87,35,52,114,46,68,0,0,0,0,0,0,16,16,0,11,11,0,89,33,56,21,0,,,,14,0,14
22/03/2025 10:00,0,0,0,109,35,74,128,47,81,0,0,0,0,0,0,9,9,0,7,7,0,89,34,55,35,0,,,,31,0,31
22/03/2025 11:00,0,0,0,110,58,52,146,72,74,0,0,0,0,0,0,17,17,0,17,17,0,105,46,59,45,0,,,,54,0,54
22/03/2025 12:00,0,0,0,102,55,47,133,58,75,0,0,0,0,0,0,21,21,0,18,18,0,109,46,63,38,0,,,,45,0,45
22/03/2025 13:00,0,0,0,81,41,40,138,60,78,0,0,0,0,0,0,18,18,0,13,13,0,102,40,62,58,0,,,,65,1,64
22/03/2025 14:00,0,0,0,65,38,27,117,63,54,0,0,0,0,0,0,18,18,0,16,16,0,102,46,56,50,0,,,,79,1,78
22/03/2025 15:00,0,0,0,53,24,29,92,46,46,0,0,0,0,0,0,13,13,0,14,14,0,80,36,44,29,0,,,,61,1,60
22/03/2025 16:00,0,0,0,29,14,15,64,36,28,0,0,0,0,0,0,11,11,0,4,4,0,98,55,43,60,0,,,,41,0,41
22/03/2025 17:00,0,0,0,20,8,12,39,14,25,0,0,0,0,0,0,9,9,0,11,11,0,95,57,38,60,0,,,,87,1,86
22/03/2025 18:00,0,0,0,16,8,8,40,23,17,0,0,0,0,0,0,13,13,0,11,11,0,72,36,36,57,0,,,,62,0,62
22/03/2025 19:00,0,0,0,10,5,5,32,18,14,0,0,0,0,0,0,9,9,0,7,7,0,82,39,43,67,0,,,,42,0,42
22/03/2025 20:00,0,0,0,4,2,2,20,10,10,0,0,0,0,0,0,11,11,0,7,7,0,74,39,35,31,0,,,,30,0,30
22/03/2025 21:00,0,0,0,1,1,0,12,5,7,0,0,0,0,0,0,3,3,0,5,5,0,48,24,24,30,0,,,,16,0,16
22/03/2025 22:00,0,0,0,1,1,0,4,2,2,0,0,0,0,0,0,4,4,0,1,1,0,24,16,8,33,0,,,,13,0,13
22/03/2025 23:00,0,0,0,1,1,0,5,4,1,0,0,0,0,0,0,4,4,0,0,0,0,23,21,2,23,0,,,,18,0,18
23/03/2025 00:00,0,0,0,1,1,0,5,1,4,0,0,0,0,0,0,0,0,0,1,1,0,17,14,3,21,0,,,,16,0,16
23/03/2025 01:00,0,0,0,2,1,1,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,9,7,2,12,0,,,,5,0,5
23/03/2025 02:00,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,6,0,,,,8,0,8
23/03/2025 03:00,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0,4,2,2,10,0,,,,4,1,3
23/03/2025 04:00,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,3,2,1,3,0,,,,2,0,2
23/03/2025 05:00,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,4,0,,,,3,0,3
23/03/2025 06:00,0,0,0,16,6,10,18,8,10,0,0,0,0,0,0,2,2,0,1,1,0,21,4,17,11,0,,,,5,0,5
23/03/2025 07:00,0,0,0,24,11,13,29,11,18,0,0,0,0,0,0,2,2,0,7,7,0,34,16,18,11,0,,,,15,0,15
23/03/2025 08:00,0,0,0,59,27,32,63,32,31,0,0,0,0,0,0,5,5,0,10,10,0,38,14,24,13,0,,,,14,0,14
23/03/2025 09:00,0,0,0,126,49,77,160,49,111,0,0,0,0,0,0,11,11,0,13,13,0,59,25,34,11,0,,,,17,0,17
23/03/2025 10:00,0,0,0,141,60,81,179,81,98,0,0,0,0,0,0,19,19,0,7,7,0,64,22,42,32,0,,,,31,0,31
23/03/2025 11:00,0,0,0,167,99,68,194,112,82,0,0,0,0,0,0,16,16,0,15,15,0,86,23,63,35,0,,,,30,0,30
23/03/2025 12:00,0,0,0,118,65,53,164,88,76,0,0,0,0,0,0,26,26,0,8,8,0,74,31,43,54,0,,,,35,0,35
23/03/2025 13:00,0,0,0,105,63,42,149,85,64,0,0,0,0,0,0,13,13,0,19,19,0,80,27,53,38,0,,,,45,0,45
